Purchase_ID,Vendor_Name,Category,Sub_Category,Spend_Amount_INR,Purchase_Date,Region,Payment_Terms,Delivery_Time_Days,Quality_Score,Vendor_Score
PO-10260,Porter Group,Software,Cybersecurity,1342941.26,2023-03-10,North,Advance,36,8,63
PO-10261,"Adams, Robinson and Hale",Software,ERP Systems,1039035.56,2024-05-18,East,Net 45,57,8,82
PO-10262,"Harvey, Day and Lopez",Cloud,Private Cloud,1519930.36,2025-04-29,International,Net 30,30,9,99
PO-10263,"Sharp, Oconnell and Alvarez",Consultancy,IT Strategy,289254.16,2022-11-15,East,Net 45,22,7,99
PO-10264,Baker LLC,Hardware,Networking,1294606.83,2024-04-29,East,On Delivery,8,10,98
PO-10265,Gonzalez Ltd,Hardware,Storage Devices,855303.05,2024-06-14,International,On Delivery,58,5,88
PO-10266,Young-Page,Software,CRM Tools,953246.39,2025-03-28,North,On Delivery,40,8,92
PO-10267,"Henry, Montoya and Marsh",Hardware,Peripherals,1432119.21,2023-04-20,East,Advance,12,8,82
PO-10268,Wright Group,Consultancy,Digital Transformation,122740.76,2024-09-26,East,Net 45,15,6,70
PO-10269,"Johnson, Davis and Fernandez",Hardware,Laptops,1282697.43,2023-03-17,International,Advance,10,8,66
PO-10270,Thompson-Jackson,Software,Licensing,395499.59,2023-02-14,South,Net 45,48,5,61
PO-10271,"Rodriguez, Smith and Watson",Consultancy,IT Strategy,1515279.01,2022-12-07,International,Net 45,5,6,81
PO-10272,"Brandt, Woods and Smith",Maintenance,Support Services,822322.1,2025-09-30,West,Advance,20,8,79
PO-10273,"Wilson, Smith and Herrera",Consultancy,Digital Transformation,402414.61,2023-07-26,West,Net 45,21,10,70
PO-10274,"Mitchell, Huber and Davis",Cloud,AWS,158290.47,2023-10-17,West,On Delivery,13,6,62
PO-10275,"Torres, Ward and Hill",Hardware,Servers,684672.14,2025-05-17,International,Net 45,28,7,68
PO-10276,Williams-Brown,Consultancy,IT Strategy,1882869.45,2025-03-13,West,On Delivery,20,8,72
PO-10277,Dennis LLC,Consultancy,Digital Transformation,424606.42,2023-12-07,West,Advance,60,6,79
PO-10278,Moyer and Sons,Consultancy,Digital Transformation,705312.64,2023-06-19,East,Advance,47,9,68
PO-10279,Kelly PLC,Maintenance,System Upgrades,393756.4,2023-06-29,International,Net 45,46,9,95
PO-10280,"Wilson, Koch and Jones",Maintenance,Support Services,1055690.36,2023-03-08,International,On Delivery,12,9,78
PO-10281,Chavez PLC,Cloud,AWS,1384111.54,2023-09-21,International,On Delivery,44,6,84
PO-10282,"Hayden, Harris and Coffey",Consultancy,Audit Services,1809172.37,2025-10-25,International,Net 45,33,7,84
PO-10283,Mckinney Inc,Software,Licensing,262122.23,2022-12-25,International,Net 30,28,10,64
PO-10284,Alvarado-Barrera,Software,SaaS Subscriptions,1737337.78,2024-06-06,West,Net 30,17,5,63
PO-10285,"Schneider, Mooney and Wilson",Consultancy,IT Strategy,712492.04,2024-03-09,East,Advance,13,8,90
PO-10286,Benson-Cruz,Maintenance,Support Services,469944.63,2024-10-31,East,Net 30,14,7,85
PO-10287,Gibson and Sons,Cloud,Azure,130507.96,2025-09-13,East,Net 30,24,9,84
PO-10288,"Smith, Burton and Cunningham",Software,Cybersecurity,1840557.01,2024-08-18,West,Net 45,40,7,63
PO-10289,Pierce LLC,Hardware,Peripherals,491596.54,2023-04-08,West,Net 30,50,5,71
PO-10290,"Kemp, Jimenez and Ellison",Hardware,Peripherals,377976.34,2025-01-03,West,Net 45,52,10,65
PO-10291,Fuller-Douglas,Software,Cybersecurity,1699560.12,2024-08-19,East,Net 45,24,7,94
PO-10292,Torres LLC,Hardware,Storage Devices,1026470.23,2023-10-20,East,Net 30,55,8,86
PO-10293,"Wall, Thomas and Lewis",Software,SaaS Subscriptions,1952390.71,2025-05-04,East,Net 45,59,9,68
PO-10294,Heath-Allen,Maintenance,System Upgrades,1056069.02,2025-10-13,West,On Delivery,22,6,60
PO-10295,Berg-Brown,Maintenance,System Upgrades,180748.42,2024-05-01,South,On Delivery,3,8,60
PO-10296,Lane PLC,Software,ERP Systems,137386.44,2023-05-17,West,On Delivery,14,6,83
PO-10297,"Hill, Vasquez and Foster",Software,SaaS Subscriptions,939128.02,2024-07-01,North,Net 45,9,5,72
PO-10298,Sanders PLC,Cloud,Google Cloud,1770943.73,2024-11-15,West,Net 30,44,6,94
PO-10299,Martinez-Powell,Cloud,Private Cloud,1331511.19,2023-09-09,International,On Delivery,7,7,85
PO-10300,"Wright, Kennedy and Wilkerson",Hardware,Peripherals,1519623.58,2024-03-27,South,Net 45,32,9,63
PO-10301,"Nichols, Massey and Miller",Software,ERP Systems,1281110.77,2023-11-01,North,Advance,33,6,80
PO-10302,"Young, Garcia and Manning",Maintenance,Repair,1263142.68,2023-03-11,North,Net 30,27,7,80
PO-10303,Campbell-Perry,Software,Licensing,1872948.44,2023-04-01,International,On Delivery,57,6,60
PO-10304,"Johnson, Chavez and Fitzpatrick",Software,Cybersecurity,1331390.59,2023-09-04,International,Net 45,42,6,83
PO-10305,Palmer Ltd,Consultancy,Process Automation,598174.83,2024-06-10,West,Net 30,37,8,95
PO-10306,Harrison-Brown,Cloud,Google Cloud,649272.53,2024-02-10,South,Advance,56,9,78
PO-10307,Garcia-Fowler,Software,Licensing,266717.95,2022-12-18,East,Net 30,8,5,84
PO-10308,"Riley, Hess and Figueroa",Maintenance,Support Services,255625.74,2023-01-19,North,Net 45,11,7,85
PO-10309,Reynolds Group,Maintenance,Repair,615964.98,2023-09-24,North,Advance,32,5,91
PO-10310,Morgan LLC,Cloud,Private Cloud,350579.51,2025-05-31,South,On Delivery,49,6,94
PO-10311,Blair-Leach,Software,CRM Tools,451257.34,2024-08-19,West,On Delivery,49,9,83
PO-10312,Myers-King,Software,Licensing,981965.51,2024-06-09,North,On Delivery,5,9,92
PO-10313,Allison-Neal,Software,ERP Systems,1040645.78,2025-10-06,North,Net 30,55,5,84
PO-10314,Stanton-Sanchez,Cloud,AWS,1186104.58,2023-11-24,International,Advance,12,5,67
PO-10315,"Ellis, Newman and Carr",Cloud,Google Cloud,412960.98,2024-06-22,West,On Delivery,57,7,85
PO-10316,Jackson-Bell,Consultancy,IT Strategy,1281987.58,2023-08-08,East,Net 45,23,8,70
PO-10317,Harris-Washington,Software,ERP Systems,888519.01,2022-12-21,East,On Delivery,29,7,83
PO-10318,"Sherman, Palmer and Jones",Maintenance,Repair,1684585.74,2023-06-29,East,Net 45,53,9,71
PO-10319,Gutierrez Inc,Cloud,Azure,111432.56,2023-06-12,South,On Delivery,56,7,97
PO-10320,"Delacruz, Crawford and Glass",Cloud,Google Cloud,167614.35,2024-11-01,North,Advance,35,8,87
PO-10321,"Torres, Thompson and Anderson",Cloud,Azure,1556712.32,2024-06-10,North,On Delivery,24,6,90
PO-10322,"Harris, Thomas and Brooks",Cloud,AWS,767932.54,2023-06-19,South,Net 45,56,10,94
PO-10323,"Mitchell, Jones and Harmon",Cloud,Google Cloud,485358.32,2023-08-05,East,Net 30,45,7,94
PO-10324,Butler-Lewis,Maintenance,System Upgrades,149547.24,2023-05-13,West,Advance,43,7,79
PO-10325,Rogers Inc,Hardware,Laptops,542171.86,2023-11-19,East,On Delivery,11,10,62
PO-10326,Carney-Bush,Cloud,Azure,733319.97,2024-07-12,East,On Delivery,40,10,75
PO-10327,Robertson-Thompson,Hardware,Peripherals,217734.66,2024-12-03,North,Net 30,15,8,74
PO-10328,"Morrison, Kennedy and Alvarez",Software,Cybersecurity,485167.19,2024-03-14,East,Net 45,48,5,76
PO-10329,"Holder, Nielsen and Smith",Software,SaaS Subscriptions,995286.54,2025-09-28,International,Advance,31,5,81
PO-10330,Rubio and Sons,Maintenance,Repair,1512045.21,2025-10-17,North,Advance,26,5,61
PO-10331,Reyes-Espinoza,Maintenance,Training,1377535.61,2022-12-01,International,On Delivery,56,7,92
PO-10332,Johnson-Gutierrez,Cloud,Azure,902265.53,2025-01-02,North,Net 45,52,7,89
PO-10333,"Reese, Lawrence and Velazquez",Cloud,AWS,444337.88,2024-11-27,North,On Delivery,13,5,73
PO-10334,Carlson-Bailey,Maintenance,Support Services,1974877.65,2024-08-31,West,On Delivery,44,8,61
PO-10335,Mueller-Smith,Hardware,Laptops,916812.65,2025-10-12,International,Advance,24,8,81
PO-10336,Espinoza Group,Hardware,Laptops,397587.05,2025-06-21,North,Net 30,50,8,72
PO-10337,"Chavez, Clark and Webb",Software,SaaS Subscriptions,1966140.74,2025-05-30,North,Advance,36,6,88
PO-10338,Graves PLC,Maintenance,System Upgrades,280758.75,2025-10-17,International,Advance,5,7,61
PO-10339,Morris-Dorsey,Hardware,Peripherals,1996307.38,2025-05-03,South,Advance,3,5,87
PO-10340,Terry-Oconnor,Hardware,Laptops,847150.37,2023-10-14,South,Net 45,16,6,100
PO-10341,Wilkins-Garcia,Cloud,Google Cloud,1642351.37,2023-05-28,East,Advance,51,5,69
PO-10342,"James, Reese and Lee",Software,Cybersecurity,328938.82,2025-02-22,North,Net 30,31,8,61
PO-10343,Hawkins-Waters,Consultancy,IT Strategy,837346.21,2023-09-01,International,Advance,12,6,87
PO-10344,Guerrero-Hodges,Cloud,Private Cloud,92797.24,2025-02-18,East,Net 30,23,7,90
PO-10345,Kelly-Murray,Software,Licensing,1558330.9,2025-04-01,South,Advance,58,5,89
PO-10346,"Smith, Alexander and Huang",Software,Cybersecurity,1318854.33,2025-06-23,North,On Delivery,47,7,95
PO-10347,Gonzalez Inc,Cloud,Private Cloud,132308.93,2024-03-30,International,On Delivery,26,6,78
PO-10348,Reed PLC,Maintenance,Repair,1357912.51,2023-07-02,South,Advance,22,5,64
PO-10349,"Day, Webb and Elliott",Cloud,Google Cloud,937869.07,2025-08-03,North,Net 30,27,7,79
PO-10350,Morales-Moore,Software,Cybersecurity,1706777.51,2023-08-02,East,Advance,5,8,80
PO-10351,"Strickland, Glass and Hunt",Cloud,Private Cloud,1912776.36,2024-06-02,West,Net 45,23,8,67
PO-10352,"King, Hughes and Rogers",Consultancy,IT Strategy,966557.46,2023-04-08,South,Net 30,43,6,96
PO-10353,Logan-Spencer,Consultancy,Process Automation,1129209.25,2024-07-25,South,Net 30,33,8,90
PO-10354,"Blanchard, Williams and Frank",Hardware,Servers,1952998.94,2023-05-11,East,Net 30,10,10,85
PO-10355,Ward PLC,Hardware,Storage Devices,1684448.23,2025-07-18,East,Net 45,55,10,91
PO-10356,Houston Group,Hardware,Networking,638209.11,2023-08-21,West,On Delivery,39,5,64
PO-10357,"Farmer, Best and Hayes",Hardware,Storage Devices,556984.33,2025-06-26,East,Net 30,29,10,73
PO-10358,"Young, Hamilton and Henderson",Hardware,Networking,943806.69,2025-09-16,East,Net 45,39,6,61
PO-10359,Burgess-Thomas,Maintenance,System Upgrades,236808.58,2023-05-24,South,Net 30,24,7,84
PO-10360,Perez-Holmes,Cloud,Google Cloud,1012397.22,2024-10-10,East,Net 30,60,8,99
PO-10361,King-Gutierrez,Software,Licensing,1169394.86,2024-11-16,North,Net 45,9,8,87
PO-10362,Turner-Fox,Cloud,AWS,350181.54,2023-08-04,North,On Delivery,42,10,83
PO-10363,"Robinson, Blanchard and Fowler",Software,ERP Systems,1792669.82,2023-01-11,North,Net 45,25,6,80
PO-10364,"Brown, Schneider and Miller",Software,ERP Systems,691521.7,2024-04-20,East,Advance,22,6,91
PO-10365,Camacho Inc,Hardware,Storage Devices,484397.27,2023-05-10,East,Net 30,11,10,86
PO-10366,Rogers-Booth,Cloud,AWS,296500.64,2023-09-19,North,On Delivery,57,8,92
PO-10367,Williams-White,Cloud,Azure,1304497.43,2024-04-29,South,Advance,19,10,99
PO-10368,"Mcgee, Ross and Brooks",Hardware,Networking,1702022.34,2025-07-01,North,Net 45,44,5,90
PO-10369,Smith Inc,Consultancy,IT Strategy,435371.34,2024-03-03,South,Net 30,20,7,88
PO-10370,"Watson, Raymond and Gibson",Cloud,Private Cloud,1705671.59,2024-04-13,West,Net 30,17,7,86
PO-10371,"Harrison, Miranda and Lopez",Cloud,Google Cloud,1125313.1,2024-07-15,South,On Delivery,46,6,99
PO-10372,Yang-Sawyer,Cloud,Azure,433425.29,2024-10-12,International,On Delivery,57,5,74
PO-10373,Martin-Malone,Maintenance,Training,1424891.91,2022-11-28,International,Net 30,35,9,74
PO-10374,Jones-Rodgers,Consultancy,Audit Services,897257.77,2025-07-20,East,Advance,13,9,72
PO-10375,Patton Group,Software,Cybersecurity,1453889.45,2024-06-14,South,Net 45,21,9,70
PO-10376,Bender-Berry,Software,Cybersecurity,464452.79,2025-02-27,North,Net 30,33,6,77
PO-10377,"Schultz, Cummings and Reyes",Cloud,Private Cloud,825617.67,2025-09-05,South,Net 45,44,8,64
PO-10378,Stark LLC,Maintenance,Repair,139555.47,2023-06-30,West,Advance,40,8,62
PO-10379,"Cooper, Kirk and Jackson",Consultancy,Audit Services,1485074.82,2025-10-05,West,Net 45,30,9,91
PO-10380,"Mitchell, Crane and Parker",Hardware,Servers,1978047.18,2022-12-28,South,Advance,7,7,81
PO-10381,Boyle and Sons,Maintenance,Training,610188.32,2024-12-16,West,Net 45,44,10,66
PO-10382,Wilson-Erickson,Software,SaaS Subscriptions,1598380.08,2024-04-28,South,Net 45,46,5,85
PO-10383,"Oconnell, Davis and Pham",Consultancy,IT Strategy,1258126.28,2025-02-08,South,On Delivery,9,7,88
PO-10384,"Jackson, Meyer and Garcia",Consultancy,Audit Services,580353.59,2025-08-26,North,On Delivery,54,5,60
PO-10385,Phillips PLC,Software,Licensing,879191.9,2023-09-16,South,Net 45,24,7,80
PO-10386,Guerrero Ltd,Software,ERP Systems,1051451.01,2025-04-22,East,On Delivery,45,9,68
PO-10387,"Barr, Hutchinson and Poole",Maintenance,Training,1853003.33,2024-02-05,International,Advance,15,10,74
PO-10388,"Baker, Hines and Moreno",Cloud,Google Cloud,392726.68,2024-03-31,East,Net 30,31,6,64
PO-10389,"Sanders, Ward and Burton",Software,SaaS Subscriptions,1433180.16,2023-08-07,North,Advance,54,5,79
PO-10390,Lewis PLC,Hardware,Peripherals,1971468.46,2022-11-18,International,Net 45,27,9,91
PO-10391,Foley-Branch,Hardware,Laptops,1632472.71,2025-05-19,International,On Delivery,33,8,63
PO-10392,Hawkins PLC,Hardware,Laptops,625738.46,2024-04-17,North,Net 45,49,6,75
PO-10393,"Burke, Wright and Davis",Hardware,Peripherals,890762.0,2023-09-18,International,Advance,22,7,100
PO-10394,"Christian, Lawson and Cook",Cloud,Google Cloud,1733786.69,2024-01-09,East,Net 45,51,7,78
PO-10395,Stark-Evans,Maintenance,Repair,671503.46,2023-01-19,West,Net 45,31,7,67
PO-10396,"Dominguez, Anderson and Ward",Hardware,Peripherals,819990.33,2025-04-17,East,Net 45,16,5,81
PO-10397,"Miller, Wood and Scott",Cloud,Private Cloud,1827351.17,2024-11-11,West,Net 30,58,7,96
PO-10398,Harris Group,Consultancy,IT Strategy,345721.58,2023-03-29,West,Advance,55,7,100
PO-10399,Coleman LLC,Maintenance,Support Services,942880.51,2025-08-29,North,Advance,44,7,64
PO-10400,Lester-Oliver,Consultancy,IT Strategy,556684.26,2025-06-02,International,Advance,43,7,71
PO-10401,Price-Cardenas,Maintenance,System Upgrades,1786133.39,2025-01-03,East,On Delivery,48,5,98
PO-10402,Nichols PLC,Consultancy,Digital Transformation,152453.12,2024-04-23,South,On Delivery,45,7,92
PO-10403,Zamora-Morales,Consultancy,Digital Transformation,1104270.48,2024-06-15,International,Net 30,35,9,96
PO-10404,Boyd-Stevens,Cloud,Google Cloud,1886823.95,2023-11-09,North,On Delivery,20,5,91
PO-10405,"Sheppard, Espinoza and Coleman",Cloud,AWS,50348.24,2024-04-06,International,On Delivery,24,6,74
PO-10406,Jefferson-Contreras,Maintenance,Repair,773199.45,2024-05-05,North,Net 45,59,8,84
PO-10407,"Doyle, Cohen and Bullock",Consultancy,Audit Services,57381.97,2023-03-26,East,Advance,12,9,72
PO-10408,Cain Group,Consultancy,Process Automation,644993.55,2025-05-16,North,Net 30,3,8,89
PO-10409,"Watts, Harris and Martinez",Consultancy,Digital Transformation,949343.81,2025-05-05,International,Net 30,51,6,60
PO-10410,"Hart, Hamilton and Byrd",Maintenance,System Upgrades,1653660.58,2025-10-20,North,Net 30,17,8,69
PO-10411,Taylor-Gomez,Maintenance,System Upgrades,559860.75,2023-05-14,International,Net 30,23,6,67
PO-10412,Zimmerman-Brewer,Cloud,AWS,175768.57,2024-12-09,South,Advance,32,7,85
PO-10413,"Evans, Castillo and Sheppard",Consultancy,Digital Transformation,798775.15,2023-03-15,International,Net 30,11,10,72
PO-10414,Gordon-Rice,Consultancy,Process Automation,384627.39,2024-12-01,International,Net 30,58,8,82
PO-10415,"Heath, Bautista and Gonzalez",Consultancy,IT Strategy,1235497.75,2025-10-30,North,Net 30,40,7,95
PO-10416,"Jensen, Cunningham and Hudson",Maintenance,Repair,415776.58,2023-02-18,East,On Delivery,42,7,86
PO-10417,Butler LLC,Maintenance,Repair,449542.78,2022-11-14,North,Net 30,9,8,72
PO-10418,"Howard, Pollard and Mercer",Consultancy,Process Automation,1674748.68,2024-02-29,East,Net 45,14,10,79
PO-10419,"Liu, White and Mann",Software,Cybersecurity,1473298.25,2025-06-14,International,Net 45,24,10,76
PO-10420,Bailey Group,Software,CRM Tools,435367.23,2025-05-13,East,Advance,13,7,60
PO-10421,Howell Inc,Hardware,Storage Devices,1981196.93,2023-12-08,East,Net 30,12,9,88
PO-10422,Nunez-Weber,Maintenance,Support Services,720329.07,2023-04-25,East,Net 45,56,8,95
PO-10423,"Roman, Haley and Russell",Software,SaaS Subscriptions,926674.77,2025-05-14,West,Advance,59,10,77
PO-10424,Torres-Cummings,Software,Licensing,1304682.54,2023-09-16,West,On Delivery,14,6,89
PO-10425,Roberts-Wise,Hardware,Servers,429133.3,2023-03-26,West,Net 45,32,5,79
PO-10426,Garcia Inc,Maintenance,Repair,1248342.5,2025-01-07,East,On Delivery,10,7,87
PO-10427,"Reynolds, Hernandez and Gonzalez",Consultancy,IT Strategy,459739.73,2023-04-17,West,On Delivery,17,5,92
PO-10428,Ross and Sons,Cloud,Google Cloud,478630.28,2025-09-10,South,On Delivery,31,6,79
PO-10429,Palmer-Fleming,Software,CRM Tools,1756523.95,2025-02-27,West,Net 30,46,7,61
PO-10430,Cisneros-Gray,Software,Cybersecurity,1716741.81,2024-01-17,International,Net 45,43,6,97
PO-10431,Hanson and Sons,Software,CRM Tools,1818694.15,2023-10-16,North,On Delivery,11,7,78
PO-10432,"Wheeler, Ford and Gray",Cloud,Private Cloud,709834.82,2023-05-24,West,Advance,26,5,94
PO-10433,Mitchell-Lopez,Hardware,Storage Devices,1938689.65,2023-10-22,South,Advance,17,9,75
PO-10434,Cohen Inc,Consultancy,Audit Services,589899.81,2025-09-09,East,Net 45,30,5,73
PO-10435,Anderson-Nguyen,Maintenance,Repair,1571812.72,2023-04-17,South,On Delivery,46,6,79
PO-10436,"Gonzales, Garza and Andrews",Consultancy,IT Strategy,1060895.22,2023-03-16,North,Advance,33,7,90
PO-10437,"Bernard, Branch and Leon",Hardware,Networking,653279.55,2023-03-07,North,Net 45,15,8,77
PO-10438,Romero-West,Software,Cybersecurity,1909482.76,2025-01-11,East,On Delivery,45,8,85
PO-10439,King-Mclean,Consultancy,Process Automation,1819957.23,2024-07-10,West,Net 30,30,5,60
PO-10440,"Lowery, Smith and James",Consultancy,Process Automation,1091599.38,2023-07-17,East,Net 30,17,5,64
PO-10441,Mcmillan-Duke,Software,ERP Systems,1792855.64,2025-02-14,East,On Delivery,14,5,71
PO-10442,Nunez-Mann,Maintenance,System Upgrades,1220553.39,2024-11-12,South,On Delivery,8,9,61
PO-10443,Reilly-Taylor,Hardware,Laptops,227004.87,2025-08-26,International,Advance,33,8,78
PO-10444,Mcbride and Sons,Software,ERP Systems,246880.15,2025-01-08,West,Net 45,45,10,96
PO-10445,Conway Inc,Cloud,Private Cloud,1742466.17,2025-06-01,North,Advance,3,10,74
PO-10446,"Clark, Mullen and Baker",Consultancy,Audit Services,921009.79,2024-12-04,International,On Delivery,40,6,78
PO-10447,Spencer Group,Hardware,Peripherals,313248.35,2025-05-25,International,On Delivery,50,10,70
PO-10448,Perez-Young,Cloud,Private Cloud,1137206.53,2023-05-05,West,On Delivery,20,10,74
PO-10449,"Anderson, Martin and Wilson",Cloud,Azure,131001.05,2023-07-26,North,On Delivery,47,7,80
PO-10450,Pacheco Ltd,Maintenance,Training,476493.46,2022-11-01,East,Advance,44,10,74
PO-10451,Fernandez Inc,Consultancy,Process Automation,1608808.18,2024-12-05,North,Net 30,29,5,77
PO-10452,Hess-Horne,Consultancy,IT Strategy,254975.01,2024-07-07,East,Net 30,54,5,61
PO-10453,Morgan Group,Consultancy,Process Automation,220788.16,2024-12-21,International,Advance,32,10,71
PO-10454,Marshall-Mclaughlin,Hardware,Peripherals,394372.55,2023-03-11,South,On Delivery,34,10,86
PO-10455,Aguilar Group,Software,ERP Systems,1051101.55,2024-07-08,International,Advance,29,5,92
PO-10456,Smith and Sons,Maintenance,Support Services,893338.38,2024-08-02,International,Advance,15,6,67
PO-10457,Peters-Long,Hardware,Storage Devices,1732100.13,2023-01-25,East,Net 45,6,7,66
PO-10458,"Fitzgerald, Fletcher and Delacruz",Cloud,Private Cloud,1681697.96,2024-06-11,North,On Delivery,11,9,82
PO-10459,"Cannon, Martinez and Andersen",Consultancy,Digital Transformation,1845408.32,2022-11-07,West,Advance,41,6,64
PO-10460,"Williams, Ellis and Thompson",Hardware,Laptops,596503.47,2024-12-03,South,Net 45,54,6,96
PO-10461,"Lee, Yoder and Riley",Software,SaaS Subscriptions,1550347.71,2024-12-14,North,Advance,51,9,77
PO-10462,"Underwood, Hall and Austin",Cloud,AWS,246205.37,2024-12-02,East,Net 30,38,6,69
PO-10463,"Ellis, Richardson and Pace",Cloud,Google Cloud,1804531.84,2024-08-21,South,Net 30,11,7,62
PO-10464,Sullivan-Howard,Software,CRM Tools,1628208.01,2024-11-19,East,On Delivery,35,7,92
PO-10465,"Howe, Yu and Solomon",Maintenance,System Upgrades,282456.89,2024-10-31,East,Net 30,40,8,70
PO-10466,Cunningham Inc,Maintenance,System Upgrades,956744.46,2025-04-27,West,Net 45,53,6,79
PO-10467,"Tanner, Snow and Jones",Maintenance,Training,222957.19,2023-03-05,International,Advance,23,8,61
PO-10468,Hampton-Perez,Cloud,Google Cloud,1566514.82,2024-02-07,International,Net 45,40,9,88
PO-10469,Pruitt Inc,Hardware,Laptops,1383019.07,2023-08-04,South,Net 30,40,10,73
PO-10470,Mccarthy LLC,Hardware,Storage Devices,138591.75,2023-05-19,North,On Delivery,57,5,67
PO-10471,Turner-Meyer,Maintenance,Repair,834502.0,2024-08-20,East,Net 45,37,5,62
